q1,q2,q3,q4,q5,dq1,dq2,dq3,dq4,dq5
4.3171,1.301,-0.34907,0.2931,5.585,-0.0039539,0.003303,-0.0035956,0.00019569,-0.0034371
4.3171,1.301,-0.34909,0.29311,5.585,-0.0049834,0.005232,-0.006675,0.0041242,-0.0051065
4.3171,1.3011,-0.34912,0.29313,5.585,-0.0060155,0.0071496,-0.0097521,0.0080525,-0.0067774
4.3171,1.3011,-0.34917,0.29317,5.585,-0.0070502,0.0090554,-0.012827,0.011981,-0.0084498
4.317,1.3011,-0.34922,0.29323,5.5849,-0.0080875,0.010949,-0.015899,0.015909,-0.010124
4.317,1.3012,-0.34929,0.2933,5.5849,-0.0091274,0.012832,-0.018969,0.019836,-0.011799
4.317,1.3012,-0.34938,0.29339,5.5848,-0.01017,0.014702,-0.022036,0.023764,-0.013475
4.3169,1.3013,-0.34947,0.29349,5.5848,-0.011215,0.01656,-0.025101,0.027691,-0.015153
4.3169,1.3014,-0.34958,0.29361,5.5847,-0.012263,0.018407,-0.028163,0.031618,-0.016833
4.3168,1.3014,-0.34969,0.29374,5.5846,-0.013313,0.020241,-0.031222,0.035544,-0.018513
4.3168,1.3015,-0.34983,0.29389,5.5846,-0.014366,0.022063,-0.034279,0.03947,-0.020195
4.3167,1.3016,-0.34997,0.29406,5.5845,-0.015421,0.023872,-0.037333,0.043395,-0.021879
4.3166,1.3017,-0.35012,0.29424,5.5844,-0.016479,0.025669,-0.040385,0.04732,-0.023564
4.3166,1.3018,-0.35029,0.29444,5.5843,-0.017539,0.027454,-0.043434,0.051244,-0.02525
4.3165,1.3019,-0.35047,0.29465,5.5842,-0.018602,0.029226,-0.04648,0.055168,-0.026937
4.3164,1.3021,-0.35066,0.29488,5.5841,-0.019668,0.030986,-0.049523,0.05909,-0.028626
4.3164,1.3022,-0.35087,0.29512,5.584,-0.020736,0.032733,-0.052564,0.063013,-0.030316
4.3163,1.3023,-0.35108,0.29538,5.5838,-0.021807,0.034467,-0.055602,0.066934,-0.032008
4.3162,1.3025,-0.35131,0.29566,5.5837,-0.02288,0.036189,-0.058637,0.070854,-0.033701
4.3161,1.3026,-0.35155,0.29595,5.5836,-0.023955,0.037897,-0.061669,0.074774,-0.035395
4.316,1.3028,-0.35181,0.29626,5.5834,-0.025033,0.039593,-0.064698,0.078693,-0.03709
4.3159,1.3029,-0.35207,0.29658,5.5833,-0.026114,0.041275,-0.067724,0.082611,-0.038787
4.3158,1.3031,-0.35235,0.29692,5.5831,-0.027197,0.042945,-0.070747,0.086528,-0.040485
4.3157,1.3033,-0.35264,0.29727,5.5829,-0.028282,0.044601,-0.073767,0.090443,-0.042185
4.3155,1.3035,-0.35294,0.29764,5.5828,-0.02937,0.046244,-0.076784,0.094358,-0.043885
4.3154,1.3036,-0.35325,0.29803,5.5826,-0.03046,0.047874,-0.079798,0.098272,-0.045587
4.3153,1.3038,-0.35358,0.29843,5.5824,-0.031553,0.04949,-0.082808,0.10218,-0.04729
4.3152,1.304,-0.35391,0.29884,5.5822,-0.032649,0.051093,-0.085816,0.1061,-0.048995
4.315,1.3042,-0.35426,0.29928,5.582,-0.033746,0.052683,-0.088821,0.11001,-0.0507
4.3149,1.3045,-0.35462,0.29972,5.5818,-0.034846,0.054259,-0.091822,0.11391,-0.052407
4.3148,1.3047,-0.355,0.30019,5.5816,-0.035949,0.055822,-0.09482,0.11782,-0.054115
4.3146,1.3049,-0.35538,0.30067,5.5814,-0.037054,0.057371,-0.097815,0.12173,-0.055825
4.3145,1.3051,-0.35578,0.30116,5.5812,-0.038161,0.058906,-0.10081,0.12563,-0.057535
4.3143,1.3054,-0.35619,0.30167,5.5809,-0.039271,0.060427,-0.10379,0.12954,-0.059247
4.3142,1.3056,-0.35661,0.3022,5.5807,-0.040383,0.061935,-0.10678,0.13344,-0.06096
4.314,1.3059,-0.35704,0.30274,5.5804,-0.041498,0.063429,-0.10976,0.13734,-0.062674
4.3138,1.3061,-0.35749,0.3033,5.5802,-0.042615,0.064909,-0.11274,0.14124,-0.064389
4.3137,1.3064,-0.35795,0.30387,5.5799,-0.043734,0.066374,-0.11571,0.14513,-0.066106
4.3135,1.3067,-0.35841,0.30446,5.5796,-0.044856,0.067826,-0.11868,0.14903,-0.067824
4.3133,1.3069,-0.3589,0.30506,5.5794,-0.04598,0.069264,-0.12165,0.15292,-0.069543
4.3131,1.3072,-0.35939,0.30568,5.5791,-0.047106,0.070688,-0.12462,0.15681,-0.071263
4.3129,1.3075,-0.35989,0.30632,5.5788,-0.048235,0.072097,-0.12758,0.1607,-0.072984
4.3127,1.3078,-0.36041,0.30697,5.5785,-0.049366,0.073493,-0.13053,0.16459,-0.074706
4.3125,1.3081,-0.36094,0.30763,5.5782,-0.050499,0.074874,-0.13349,0.16848,-0.07643
4.3123,1.3084,-0.36148,0.30831,5.5779,-0.051635,0.076241,-0.13644,0.17236,-0.078154
4.3121,1.3087,-0.36203,0.30901,5.5776,-0.052773,0.077593,-0.13938,0.17625,-0.07988
4.3119,1.309,-0.36259,0.30972,5.5773,-0.053913,0.078931,-0.14233,0.18013,-0.081607
4.3117,1.3093,-0.36317,0.31045,5.5769,-0.055056,0.080255,-0.14526,0.18401,-0.083335
4.3115,1.3097,-0.36375,0.3112,5.5766,-0.0562,0.081564,-0.1482,0.18788,-0.085064
4.3112,1.31,-0.36435,0.31196,5.5762,-0.057348,0.082859,-0.15113,0.19176,-0.086794
4.311,1.3103,-0.36496,0.31273,5.5759,-0.058497,0.084139,-0.15406,0.19563,-0.088525
4.3108,1.3107,-0.36558,0.31352,5.5755,-0.059649,0.085404,-0.15698,0.1995,-0.090258
4.3105,1.311,-0.36622,0.31433,5.5752,-0.060802,0.086655,-0.1599,0.20337,-0.091991
4.3103,1.3113,-0.36686,0.31515,5.5748,-0.061959,0.087891,-0.16282,0.20723,-0.093726
4.31,1.3117,-0.36752,0.31598,5.5744,-0.063117,0.089112,-0.16573,0.21109,-0.095461
4.3098,1.3121,-0.36819,0.31684,5.574,-0.064278,0.090319,-0.16863,0.21495,-0.097198
4.3095,1.3124,-0.36887,0.3177,5.5736,-0.06544,0.091511,-0.17154,0.21881,-0.098935
4.3092,1.3128,-0.36956,0.31859,5.5732,-0.066605,0.092688,-0.17444,0.22267,-0.10067
4.309,1.3132,-0.37027,0.31949,5.5728,-0.067773,0.093851,-0.17733,0.22652,-0.10241
4.3087,1.3135,-0.37098,0.3204,5.5724,-0.068942,0.094998,-0.18022,0.23037,-0.10415
4.3084,1.3139,-0.37171,0.32133,5.572,-0.070114,0.09613,-0.18311,0.23422,-0.1059
4.3081,1.3143,-0.37245,0.32227,5.5716,-0.071288,0.097248,-0.186,0.23806,-0.10764
4.3079,1.3147,-0.37319,0.32323,5.5711,-0.072464,0.098351,-0.18887,0.24191,-0.10938
4.3076,1.3151,-0.37396,0.32421,5.5707,-0.073642,0.099438,-0.19175,0.24575,-0.11113
4.3073,1.3155,-0.37473,0.3252,5.5703,-0.074822,0.10051,-0.19462,0.24958,-0.11287
4.307,1.3159,-0.37551,0.3262,5.5698,-0.076004,0.10157,-0.19749,0.25342,-0.11462
4.3067,1.3163,-0.37631,0.32723,5.5693,-0.077189,0.10261,-0.20035,0.25725,-0.11637
4.3063,1.3167,-0.37712,0.32826,5.5689,-0.078376,0.10364,-0.20321,0.26108,-0.11812
4.306,1.3171,-0.37793,0.32931,5.5684,-0.079565,0.10465,-0.20606,0.26491,-0.11987
4.3057,1.3176,-0.37876,0.33038,5.5679,-0.080756,0.10565,-0.20891,0.26873,-0.12162
4.3054,1.318,-0.37961,0.33146,5.5674,-0.081949,0.10663,-0.21175,0.27255,-0.12337
4.3051,1.3184,-0.38046,0.33256,5.5669,-0.083144,0.1076,-0.21459,0.27636,-0.12512
4.3047,1.3188,-0.38132,0.33368,5.5664,-0.084341,0.10855,-0.21743,0.28018,-0.12687
4.3044,1.3193,-0.3822,0.3348,5.5659,-0.08554,0.10948,-0.22026,0.28399,-0.12863
4.304,1.3197,-0.38308,0.33595,5.5654,-0.086742,0.11041,-0.22309,0.2878,-0.13038
4.3037,1.3202,-0.38398,0.33711,5.5649,-0.087945,0.11131,-0.22591,0.2916,-0.13214
4.3033,1.3206,-0.38489,0.33828,5.5643,-0.089151,0.1122,-0.22873,0.2954,-0.1339
4.303,1.3211,-0.38581,0.33947,5.5638,-0.090358,0.11308,-0.23154,0.2992,-0.13565
4.3026,1.3215,-0.38674,0.34067,5.5633,-0.091568,0.11394,-0.23435,0.30299,-0.13741
4.3022,1.322,-0.38769,0.34189,5.5627,-0.09278,0.11478,-0.23715,0.30678,-0.13917
4.3019,1.3224,-0.38864,0.34313,5.5621,-0.093993,0.11561,-0.23995,0.31057,-0.14093
4.3015,1.3229,-0.38961,0.34438,5.5616,-0.095209,0.11643,-0.24275,0.31436,-0.14269
4.3011,1.3234,-0.39058,0.34564,5.561,-0.096427,0.11723,-0.24554,0.31814,-0.14446
4.3007,1.3238,-0.39157,0.34692,5.5604,-0.097647,0.11801,-0.24832,0.32191,-0.14622
4.3003,1.3243,-0.39257,0.34822,5.5598,-0.098868,0.11878,-0.2511,0.32569,-0.14798
4.2999,1.3248,-0.39358,0.34953,5.5592,-0.10009,0.11953,-0.25388,0.32946,-0.14975
4.2995,1.3253,-0.3946,0.35085,5.5586,-0.10132,0.12027,-0.25665,0.33322,-0.15151
4.2991,1.3258,-0.39563,0.35219,5.558,-0.10255,0.12099,-0.25941,0.33698,-0.15328
4.2987,1.3262,-0.39668,0.35355,5.5574,-0.10377,0.1217,-0.26217,0.34074,-0.15505
4.2983,1.3267,-0.39773,0.35492,5.5568,-0.10501,0.12239,-0.26493,0.3445,-0.15682
4.2979,1.3272,-0.3988,0.35631,5.5561,-0.10624,0.12306,-0.26768,0.34825,-0.15858
4.2974,1.3277,-0.39987,0.35771,5.5555,-0.10748,0.12372,-0.27043,0.35199,-0.16035
4.297,1.3282,-0.40096,0.35912,5.5549,-0.10871,0.12437,-0.27317,0.35574,-0.16212
4.2966,1.3287,-0.40206,0.36055,5.5542,-0.10995,0.125,-0.2759,0.35948,-0.1639
4.2961,1.3292,-0.40317,0.362,5.5536,-0.11119,0.12561,-0.27863,0.36321,-0.16567
4.2957,1.3297,-0.40429,0.36346,5.5529,-0.11244,0.12621,-0.28136,0.36694,-0.16744
4.2952,1.3302,-0.40542,0.36493,5.5522,-0.11368,0.1268,-0.28408,0.37067,-0.16921
4.2948,1.3307,-0.40656,0.36642,5.5515,-0.11493,0.12737,-0.2868,0.37439,-0.17099
4.2943,1.3312,-0.40771,0.36793,5.5508,-0.11618,0.12792,-0.28951,0.37811,-0.17276
4.2938,1.3317,-0.40887,0.36945,5.5502,-0.11743,0.12846,-0.29221,0.38183,-0.17454
4.2934,1.3323,-0.41005,0.37098,5.5495,-0.11868,0.12898,-0.29491,0.38554,-0.17631
4.2929,1.3328,-0.41123,0.37253,5.5487,-0.11993,0.12949,-0.29761,0.38924,-0.17809
4.2924,1.3333,-0.41243,0.3741,5.548,-0.12119,0.12998,-0.3003,0.39295,-0.17987
4.2919,1.3338,-0.41364,0.37568,5.5473,-0.12245,0.13045,-0.30298,0.39664,-0.18165
4.2914,1.3343,-0.41485,0.37727,5.5466,-0.12371,0.13092,-0.30566,0.40034,-0.18343
4.2909,1.3349,-0.41608,0.37888,5.5458,-0.12497,0.13136,-0.30833,0.40402,-0.18521
4.2904,1.3354,-0.41732,0.3805,5.5451,-0.12623,0.13179,-0.311,0.40771,-0.18699
4.2899,1.3359,-0.41857,0.38214,5.5443,-0.1275,0.13221,-0.31366,0.41139,-0.18877
4.2894,1.3364,-0.41983,0.38379,5.5436,-0.12876,0.13261,-0.31632,0.41506,-0.19055
4.2889,1.337,-0.4211,0.38546,5.5428,-0.13003,0.13299,-0.31897,0.41873,-0.19233
4.2884,1.3375,-0.42238,0.38714,5.542,-0.1313,0.13336,-0.32162,0.4224,-0.19412
4.2878,1.338,-0.42367,0.38884,5.5413,-0.13258,0.13372,-0.32426,0.42606,-0.1959
4.2873,1.3386,-0.42498,0.39055,5.5405,-0.13385,0.13406,-0.32689,0.42972,-0.19768
4.2868,1.3391,-0.42629,0.39228,5.5397,-0.13512,0.13438,-0.32952,0.43337,-0.19947
4.2862,1.3397,-0.42761,0.39402,5.5389,-0.1364,0.13469,-0.33215,0.43702,-0.20125
4.2857,1.3402,-0.42895,0.39577,5.5381,-0.13768,0.13498,-0.33477,0.44066,-0.20304
4.2851,1.3407,-0.43029,0.39754,5.5373,-0.13896,0.13526,-0.33738,0.4443,-0.20483
4.2846,1.3413,-0.43164,0.39933,5.5364,-0.14024,0.13553,-0.33999,0.44793,-0.20661
4.284,1.3418,-0.43301,0.40113,5.5356,-0.14153,0.13577,-0.34259,0.45155,-0.2084
4.2834,1.3424,-0.43439,0.40294,5.5348,-0.14281,0.13601,-0.34518,0.45518,-0.21019
4.2829,1.3429,-0.43577,0.40477,5.5339,-0.1441,0.13623,-0.34777,0.45879,-0.21198
4.2823,1.3435,-0.43717,0.40661,5.5331,-0.14539,0.13643,-0.35036,0.46241,-0.21377
4.2817,1.344,-0.43857,0.40847,5.5322,-0.14668,0.13662,-0.35294,0.46601,-0.21556
4.2811,1.3445,-0.43999,0.41034,5.5313,-0.14797,0.13679,-0.35551,0.46962,-0.21735
4.2805,1.3451,-0.44142,0.41222,5.5305,-0.14927,0.13695,-0.35808,0.47321,-0.21914
4.2799,1.3456,-0.44286,0.41412,5.5296,-0.15056,0.1371,-0.36064,0.4768,-0.22093
4.2793,1.3462,-0.4443,0.41604,5.5287,-0.15186,0.13723,-0.36319,0.48039,-0.22272
4.2787,1.3467,-0.44576,0.41797,5.5278,-0.15316,0.13734,-0.36574,0.48397,-0.22452
4.2781,1.3473,-0.44723,0.41991,5.5269,-0.15446,0.13744,-0.36829,0.48755,-0.22631
4.2775,1.3478,-0.44871,0.42187,5.526,-0.15576,0.13753,-0.37082,0.49112,-0.2281
4.2768,1.3484,-0.4502,0.42384,5.5251,-0.15707,0.1376,-0.37335,0.49468,-0.2299
4.2762,1.3489,-0.45169,0.42583,5.5242,-0.15837,0.13765,-0.37588,0.49824,-0.23169
4.2756,1.3495,-0.4532,0.42783,5.5232,-0.15968,0.1377,-0.3784,0.5018,-0.23349
4.2749,1.35,-0.45472,0.42984,5.5223,-0.16099,0.13772,-0.38091,0.50534,-0.23528
4.2743,1.3506,-0.45625,0.43187,5.5213,-0.1623,0.13773,-0.38342,0.50889,-0.23708
4.2736,1.3511,-0.45779,0.43391,5.5204,-0.16361,0.13773,-0.38592,0.51242,-0.23888
4.273,1.3517,-0.45934,0.43597,5.5194,-0.16492,0.13772,-0.38842,0.51596,-0.24067
4.2723,1.3522,-0.4609,0.43804,5.5185,-0.16624,0.13768,-0.39091,0.51948,-0.24247
4.2716,1.3528,-0.46246,0.44012,5.5175,-0.16755,0.13764,-0.39339,0.523,-0.24427
4.271,1.3533,-0.46404,0.44222,5.5165,-0.16887,0.13758,-0.39586,0.52652,-0.24607
4.2703,1.3539,-0.46563,0.44434,5.5155,-0.17019,0.1375,-0.39833,0.53003,-0.24787
4.2696,1.3544,-0.46723,0.44646,5.5145,-0.17151,0.13742,-0.4008,0.53353,-0.24967
4.2689,1.355,-0.46884,0.4486,5.5135,-0.17283,0.13731,-0.40326,0.53703,-0.25147
4.2682,1.3555,-0.47046,0.45076,5.5125,-0.17416,0.1372,-0.40571,0.54052,-0.25327
4.2675,1.3561,-0.47208,0.45293,5.5115,-0.17548,0.13707,-0.40815,0.544,-0.25507
4.2668,1.3566,-0.47372,0.45511,5.5105,-0.17681,0.13692,-0.41059,0.54748,-0.25687
4.2661,1.3572,-0.47537,0.45731,5.5095,-0.17813,0.13676,-0.41302,0.55095,-0.25867
4.2654,1.3577,-0.47703,0.45952,5.5084,-0.17946,0.13659,-0.41545,0.55442,-0.26047
4.2647,1.3583,-0.47869,0.46174,5.5074,-0.18079,0.1364,-0.41787,0.55788,-0.26227
4.2639,1.3588,-0.48037,0.46398,5.5063,-0.18213,0.1362,-0.42028,0.56134,-0.26407
4.2632,1.3594,-0.48205,0.46623,5.5053,-0.18346,0.13599,-0.42269,0.56479,-0.26588
4.2625,1.3599,-0.48375,0.4685,5.5042,-0.18479,0.13576,-0.42509,0.56823,-0.26768
4.2617,1.3605,-0.48545,0.47078,5.5031,-0.18613,0.13552,-0.42748,0.57166,-0.26948
4.261,1.361,-0.48717,0.47307,5.502,-0.18747,0.13526,-0.42987,0.57509,-0.27128
4.2602,1.3615,-0.48889,0.47538,5.5009,-0.18881,0.13499,-0.43225,0.57852,-0.27309
4.2595,1.3621,-0.49063,0.4777,5.4998,-0.19015,0.13471,-0.43463,0.58194,-0.27489
4.2587,1.3626,-0.49237,0.48004,5.4987,-0.19149,0.13442,-0.43699,0.58535,-0.2767
4.2579,1.3632,-0.49412,0.48238,5.4976,-0.19283,0.13411,-0.43936,0.58875,-0.2785
4.2572,1.3637,-0.49589,0.48475,5.4965,-0.19417,0.13378,-0.44171,0.59215,-0.28031
4.2564,1.3642,-0.49766,0.48712,5.4954,-0.19552,0.13345,-0.44406,0.59554,-0.28211
4.2556,1.3648,-0.49944,0.48951,5.4943,-0.19687,0.1331,-0.4464,0.59893,-0.28392
4.2548,1.3653,-0.50123,0.49191,5.4931,-0.19821,0.13274,-0.44873,0.6023,-0.28572
4.254,1.3658,-0.50303,0.49433,5.492,-0.19956,0.13236,-0.45106,0.60568,-0.28753
4.2532,1.3663,-0.50484,0.49676,5.4908,-0.20091,0.13197,-0.45338,0.60904,-0.28933
4.2524,1.3669,-0.50666,0.4992,5.4897,-0.20227,0.13157,-0.45569,0.6124,-0.29114
4.2516,1.3674,-0.50848,0.50166,5.4885,-0.20362,0.13116,-0.458,0.61575,-0.29295
4.2508,1.3679,-0.51032,0.50413,5.4873,-0.20497,0.13073,-0.4603,0.6191,-0.29475
4.25,1.3684,-0.51216,0.50661,5.4861,-0.20633,0.13029,-0.4626,0.62243,-0.29656
4.2491,1.369,-0.51402,0.50911,5.4849,-0.20769,0.12983,-0.46488,0.62577,-0.29837
4.2483,1.3695,-0.51588,0.51162,5.4837,-0.20904,0.12937,-0.46716,0.62909,-0.30018
4.2475,1.37,-0.51776,0.51414,5.4825,-0.2104,0.12889,-0.46944,0.63241,-0.30198
4.2466,1.3705,-0.51964,0.51668,5.4813,-0.21176,0.1284,-0.4717,0.63572,-0.30379
4.2458,1.371,-0.52153,0.51923,5.4801,-0.21312,0.1279,-0.47396,0.63902,-0.3056
4.2449,1.3715,-0.52343,0.52179,5.4789,-0.21449,0.12738,-0.47621,0.64232,-0.30741
4.2441,1.372,-0.52534,0.52436,5.4777,-0.21585,0.12685,-0.47846,0.64561,-0.30921
4.2432,1.3726,-0.52726,0.52695,5.4764,-0.21722,0.12631,-0.4807,0.64889,-0.31102
4.2423,1.3731,-0.52919,0.52955,5.4752,-0.21858,0.12576,-0.48293,0.65217,-0.31283
4.2414,1.3736,-0.53112,0.53217,5.4739,-0.21995,0.12519,-0.48515,0.65544,-0.31464
4.2406,1.3741,-0.53307,0.5348,5.4726,-0.22132,0.12462,-0.48737,0.6587,-0.31645
4.2397,1.3746,-0.53502,0.53744,5.4714,-0.22269,0.12403,-0.48958,0.66195,-0.31826
4.2388,1.3751,-0.53698,0.54009,5.4701,-0.22406,0.12343,-0.49178,0.6652,-0.32007
4.2379,1.3755,-0.53896,0.54276,5.4688,-0.22543,0.12281,-0.49398,0.66844,-0.32187
4.237,1.376,-0.54094,0.54544,5.4675,-0.2268,0.12219,-0.49617,0.67167,-0.32368
4.2361,1.3765,-0.54292,0.54813,5.4662,-0.22817,0.12155,-0.49835,0.6749,-0.32549
4.2351,1.377,-0.54492,0.55084,5.4649,-0.22955,0.12091,-0.50052,0.67811,-0.3273
4.2342,1.3775,-0.54693,0.55356,5.4636,-0.23092,0.12025,-0.50269,0.68132,-0.32911
4.2333,1.378,-0.54894,0.55629,5.4623,-0.2323,0.11958,-0.50485,0.68453,-0.33092
4.2324,1.3784,-0.55097,0.55904,5.461,-0.23368,0.11889,-0.507,0.68772,-0.33273
4.2314,1.3789,-0.553,0.56179,5.4596,-0.23506,0.1182,-0.50915,0.69091,-0.33454
4.2305,1.3794,-0.55504,0.56456,5.4583,-0.23644,0.1175,-0.51128,0.69409,-0.33635
4.2295,1.3799,-0.55709,0.56735,5.4569,-0.23782,0.11678,-0.51341,0.69726,-0.33816
4.2286,1.3803,-0.55915,0.57014,5.4556,-0.2392,0.11605,-0.51554,0.70043,-0.33997
4.2276,1.3808,-0.56121,0.57295,5.4542,-0.24058,0.11532,-0.51765,0.70359,-0.34178
4.2267,1.3812,-0.56329,0.57577,5.4528,-0.24197,0.11457,-0.51976,0.70674,-0.34359
4.2257,1.3817,-0.56537,0.5786,5.4515,-0.24335,0.11381,-0.52186,0.70988,-0.3454
4.2247,1.3822,-0.56746,0.58145,5.4501,-0.24474,0.11304,-0.52396,0.71301,-0.34721
4.2237,1.3826,-0.56956,0.58431,5.4487,-0.24612,0.11226,-0.52604,0.71614,-0.34902
4.2227,1.3831,-0.57167,0.58718,5.4473,-0.24751,0.11146,-0.52812,0.71926,-0.35082
4.2218,1.3835,-0.57379,0.59006,5.4459,-0.2489,0.11066,-0.53019,0.72237,-0.35263
4.2208,1.3839,-0.57591,0.59296,5.4445,-0.25029,0.10985,-0.53226,0.72547,-0.35444
4.2197,1.3844,-0.57805,0.59586,5.443,-0.25168,0.10903,-0.53431,0.72857,-0.35625
4.2187,1.3848,-0.58019,0.59879,5.4416,-0.25307,0.10819,-0.53636,0.73165,-0.35806
4.2177,1.3852,-0.58234,0.60172,5.4402,-0.25446,0.10735,-0.5384,0.73473,-0.35987
4.2167,1.3857,-0.5845,0.60466,5.4387,-0.25585,0.1065,-0.54044,0.7378,-0.36168
4.2157,1.3861,-0.58666,0.60762,5.4373,-0.25725,0.10563,-0.54246,0.74087,-0.36349
4.2146,1.3865,-0.58884,0.61059,5.4358,-0.25864,0.10476,-0.54448,0.74392,-0.3653
4.2136,1.3869,-0.59102,0.61357,5.4344,-0.26004,0.10388,-0.54649,0.74697,-0.36711
4.2126,1.3873,-0.59321,0.61657,5.4329,-0.26143,0.10298,-0.5485,0.75001,-0.36892
4.2115,1.3878,-0.59541,0.61957,5.4314,-0.26283,0.10208,-0.55049,0.75304,-0.37072
4.2105,1.3882,-0.59761,0.62259,5.4299,-0.26423,0.10117,-0.55248,0.75606,-0.37253
4.2094,1.3886,-0.59983,0.62562,5.4284,-0.26563,0.10025,-0.55446,0.75908,-0.37434
4.2083,1.389,-0.60205,0.62866,5.4269,-0.26703,0.099318,-0.55643,0.76208,-0.37615
4.2073,1.3894,-0.60428,0.63172,5.4254,-0.26843,0.098378,-0.5584,0.76508,-0.37796
4.2062,1.3898,-0.60651,0.63478,5.4239,-0.26983,0.097429,-0.56035,0.76807,-0.37976
4.2051,1.3901,-0.60876,0.63786,5.4224,-0.27123,0.096471,-0.5623,0.77105,-0.38157
4.204,1.3905,-0.61101,0.64095,5.4209,-0.27263,0.095504,-0.56425,0.77402,-0.38338
4.2029,1.3909,-0.61327,0.64405,5.4193,-0.27403,0.094528,-0.56618,0.77699,-0.38519
4.2018,1.3913,-0.61554,0.64717,5.4178,-0.27544,0.093543,-0.5681,0.77994,-0.38699
4.2007,1.3917,-0.61782,0.65029,5.4162,-0.27684,0.092549,-0.57002,0.78289,-0.3888
4.1996,1.392,-0.6201,0.65343,5.4147,-0.27825,0.091547,-0.57193,0.78583,-0.39061
4.1985,1.3924,-0.62239,0.65658,5.4131,-0.27965,0.090537,-0.57384,0.78876,-0.39241
4.1974,1.3927,-0.62469,0.65974,5.4115,-0.28106,0.089517,-0.57573,0.79168,-0.39422
4.1962,1.3931,-0.627,0.66291,5.4099,-0.28246,0.08849,-0.57762,0.79459,-0.39603
4.1951,1.3935,-0.62931,0.6661,5.4084,-0.28387,0.087454,-0.5795,0.7975,-0.39783
4.194,1.3938,-0.63164,0.66929,5.4068,-0.28528,0.08641,-0.58137,0.80039,-0.39964
4.1928,1.3941,-0.63396,0.6725,5.4052,-0.28669,0.085359,-0.58323,0.80328,-0.40144
4.1917,1.3945,-0.6363,0.67572,5.4036,-0.2881,0.084299,-0.58508,0.80616,-0.40325
4.1905,1.3948,-0.63865,0.67895,5.4019,-0.28951,0.083231,-0.58693,0.80903,-0.40505
4.1894,1.3952,-0.641,0.68219,5.4003,-0.29092,0.082156,-0.58877,0.81189,-0.40686
4.1882,1.3955,-0.64336,0.68545,5.3987,-0.29233,0.081073,-0.5906,0.81474,-0.40866
4.187,1.3958,-0.64572,0.68871,5.397,-0.29374,0.079982,-0.59242,0.81759,-0.41047
4.1859,1.3961,-0.64809,0.69199,5.3954,-0.29516,0.078884,-0.59424,0.82042,-0.41227
4.1847,1.3964,-0.65048,0.69527,5.3937,-0.29657,0.077779,-0.59604,0.82325,-0.41407
4.1835,1.3967,-0.65286,0.69857,5.3921,-0.29798,0.076666,-0.59784,0.82606,-0.41588
4.1823,1.397,-0.65526,0.70188,5.3904,-0.2994,0.075546,-0.59963,0.82887,-0.41768
4.1811,1.3973,-0.65766,0.7052,5.3887,-0.30081,0.074419,-0.60142,0.83167,-0.41948
4.1799,1.3976,-0.66007,0.70853,5.3871,-0.30223,0.073286,-0.60319,0.83446,-0.42128
4.1787,1.3979,-0.66249,0.71188,5.3854,-0.30364,0.072145,-0.60496,0.83724,-0.42308
4.1774,1.3982,-0.66491,0.71523,5.3837,-0.30506,0.070997,-0.60671,0.84001,-0.42489
4.1762,1.3985,-0.66734,0.7186,5.382,-0.30647,0.069843,-0.60846,0.84277,-0.42669
4.175,1.3988,-0.66978,0.72197,5.3803,-0.30789,0.068683,-0.6102,0.84553,-0.42849
4.1738,1.399,-0.67222,0.72536,5.3785,-0.30931,0.067516,-0.61194,0.84827,-0.43029
4.1725,1.3993,-0.67467,0.72876,5.3768,-0.31073,0.066343,-0.61366,0.851,-0.43209
4.1713,1.3996,-0.67713,0.73217,5.3751,-0.31214,0.065163,-0.61538,0.85373,-0.43389
4.17,1.3998,-0.6796,0.73559,5.3733,-0.31356,0.063977,-0.61709,0.85645,-0.43569
4.1688,1.4001,-0.68207,0.73902,5.3716,-0.31498,0.062785,-0.61879,0.85915,-0.43748
4.1675,1.4003,-0.68455,0.74246,5.3698,-0.3164,0.061588,-0.62048,0.86185,-0.43928
4.1662,1.4006,-0.68703,0.74592,5.3681,-0.31782,0.060384,-0.62216,0.86454,-0.44108
4.165,1.4008,-0.68952,0.74938,5.3663,-0.31924,0.059175,-0.62384,0.86722,-0.44288
4.1637,1.4011,-0.69202,0.75285,5.3645,-0.32066,0.05796,-0.62551,0.86989,-0.44468
4.1624,1.4013,-0.69453,0.75634,5.3628,-0.32208,0.05674,-0.62717,0.87255,-0.44647
4.1611,1.4015,-0.69704,0.75984,5.361,-0.3235,0.055514,-0.62882,0.8752,-0.44827
4.1598,1.4017,-0.69956,0.76334,5.3592,-0.32493,0.054283,-0.63046,0.87784,-0.45006
4.1585,1.4019,-0.70208,0.76686,5.3574,-0.32635,0.053047,-0.63209,0.88047,-0.45186
4.1572,1.4022,-0.70461,0.77038,5.3556,-0.32777,0.051806,-0.63372,0.8831,-0.45365
4.1559,1.4024,-0.70715,0.77392,5.3537,-0.32919,0.050559,-0.63533,0.88571,-0.45545
4.1546,1.4026,-0.7097,0.77747,5.3519,-0.33062,0.049308,-0.63694,0.88831,-0.45724
4.1532,1.4028,-0.71225,0.78103,5.3501,-0.33204,0.048052,-0.63854,0.89091,-0.45903
4.1519,1.4029,-0.71481,0.7846,5.3482,-0.33346,0.046792,-0.64013,0.89349,-0.46083
